Instituicao;Perfil_Risco;Aporte_Mensal_BRL;Mes;Ano;Total_Investido_BRL;Saldo_Bruto_BRL;Saldo_Liquido_BRL;Imposto_Retido_BRL
Itaú;Baixo Risco;50;1;0.1;50;50.34;50.22;0.12
Itaú;Baixo Risco;50;2;0.2;100;101.03;100.67;0.36
Itaú;Baixo Risco;50;3;0.2;150;152.06;151.34;0.72
Itaú;Baixo Risco;50;4;0.3;200;203.43;202.23;1.2
Itaú;Baixo Risco;50;5;0.4;250;255.16;253.36;1.81
Itaú;Baixo Risco;50;6;0.5;300;307.24;304.71;2.54
Itaú;Baixo Risco;50;7;0.6;350;359.68;356.29;3.39
Itaú;Baixo Risco;50;8;0.7;400;412.48;408.11;4.37
Itaú;Baixo Risco;50;9;0.8;450;465.63;460.16;5.47
Itaú;Baixo Risco;50;10;0.8;500;519.15;512.45;6.7
Itaú;Baixo Risco;50;11;0.9;550;573.03;564.97;8.06
Itaú;Baixo Risco;50;12;1.0;600;627.28;617.73;9.55
Itaú;Baixo Risco;50;13;1.1;650;681.9;670.74;11.17
Itaú;Baixo Risco;50;14;1.2;700;736.89;723.98;12.91
Itaú;Baixo Risco;50;15;1.2;750;792.26;777.47;14.79
Itaú;Baixo Risco;50;16;1.3;800;848.01;831.2;16.8
Itaú;Baixo Risco;50;17;1.4;850;904.13;885.19;18.95
Itaú;Baixo Risco;50;18;1.5;900;960.64;939.42;21.22
Itaú;Baixo Risco;50;19;1.6;950;1017.54;993.9;23.64
Itaú;Baixo Risco;50;20;1.7;1000;1074.82;1048.63;26.19
Itaú;Baixo Risco;50;21;1.8;1050;1132.49;1103.62;28.87
Itaú;Baixo Risco;50;22;1.8;1100;1190.56;1158.86;31.69
Itaú;Baixo Risco;50;23;1.9;1150;1249.02;1214.36;34.66
Itaú;Baixo Risco;50;24;2.0;1200;1307.88;1270.12;37.76
Itaú;Baixo Risco;50;25;2.1;1250;1367.14;1332.0;35.14
Itaú;Baixo Risco;50;26;2.2;1300;1426.81;1388.77;38.04
Itaú;Baixo Risco;50;27;2.2;1350;1486.88;1445.82;41.07
Itaú;Baixo Risco;50;28;2.3;1400;1547.37;1503.16;44.21
Itaú;Baixo Risco;50;29;2.4;1450;1608.26;1560.79;47.48
Itaú;Baixo Risco;50;30;2.5;1500;1669.58;1618.7;50.87
Itaú;Baixo Risco;50;31;2.6;1550;1731.31;1676.91;54.39
Itaú;Baixo Risco;50;32;2.7;1600;1793.46;1735.42;58.04
Itaú;Baixo Risco;50;33;2.8;1650;1856.03;1794.22;61.81
Itaú;Baixo Risco;50;34;2.8;1700;1919.03;1853.32;65.71
Itaú;Baixo Risco;50;35;2.9;1750;1982.47;1912.73;69.74
Itaú;Baixo Risco;50;36;3.0;1800;2046.33;1972.43;73.9
Itaú;Baixo Risco;50;37;3.1;1850;2110.63;2032.44;78.19
Itaú;Baixo Risco;50;38;3.2;1900;2175.37;2092.76;82.61
Itaú;Baixo Risco;50;39;3.2;1950;2240.55;2153.39;87.17
Itaú;Baixo Risco;50;40;3.3;2000;2306.18;2214.32;91.85
Itaú;Baixo Risco;50;41;3.4;2050;2372.25;2275.57;96.67
Itaú;Baixo Risco;50;42;3.5;2100;2438.77;2337.14;101.63
Itaú;Baixo Risco;50;43;3.6;2150;2505.75;2399.02;106.72
Itaú;Baixo Risco;50;44;3.7;2200;2573.18;2461.23;111.95
Itaú;Baixo Risco;50;45;3.8;2250;2641.08;2523.75;117.32
Itaú;Baixo Risco;50;46;3.8;2300;2709.43;2586.6;122.83
Itaú;Baixo Risco;50;47;3.9;2350;2778.26;2649.78;128.48
Itaú;Baixo Risco;50;48;4.0;2400;2847.55;2713.28;134.26
Itaú;Baixo Risco;50;49;4.1;2450;2917.32;2800.49;116.83
Itaú;Baixo Risco;50;50;4.2;2500;2987.56;2865.67;121.89
Itaú;Baixo Risco;50;51;4.2;2550;3058.28;2931.21;127.07
Itaú;Baixo Risco;50;52;4.3;2600;3129.48;2997.11;132.37
Itaú;Baixo Risco;50;53;4.4;2650;3201.17;3063.38;137.79
Itaú;Baixo Risco;50;54;4.5;2700;3273.35;3130.01;143.34
Itaú;Baixo Risco;50;55;4.6;2750;3346.02;3197.01;149.0
Itaú;Baixo Risco;50;56;4.7;2800;3419.18;3264.39;154.8
Itaú;Baixo Risco;50;57;4.8;2850;3492.85;3332.14;160.71
Itaú;Baixo Risco;50;58;4.8;2900;3567.02;3400.26;166.75
Itaú;Baixo Risco;50;59;4.9;2950;3641.69;3468.77;172.92
Itaú;Baixo Risco;50;60;5.0;3000;3716.87;3537.65;179.22
Itaú;Baixo Risco;50;61;5.1;3050;3792.57;3606.93;185.64
Itaú;Baixo Risco;50;62;5.2;3100;3868.78;3676.58;192.19
Itaú;Baixo Risco;50;63;5.2;3150;3945.51;3746.63;198.88
Itaú;Baixo Risco;50;64;5.3;3200;4022.77;3817.08;205.69
Itaú;Baixo Risco;50;65;5.4;3250;4100.55;3887.91;212.64
Itaú;Baixo Risco;50;66;5.5;3300;4178.86;3959.15;219.72
Itaú;Baixo Risco;50;67;5.6;3350;4257.71;4030.78;226.93
Itaú;Baixo Risco;50;68;5.7;3400;4337.09;4102.82;234.27
Itaú;Baixo Risco;50;69;5.8;3450;4417.02;4175.27;241.76
Itaú;Baixo Risco;50;70;5.8;3500;4497.49;4248.12;249.37
Itaú;Baixo Risco;50;71;5.9;3550;4578.51;4321.39;257.13
Itaú;Baixo Risco;50;72;6.0;3600;4660.09;4395.07;265.02
Itaú;Baixo Risco;50;73;6.1;3650;4742.22;4523.77;218.44
Itaú;Baixo Risco;50;74;6.2;3700;4824.91;4599.93;224.98
Itaú;Baixo Risco;50;75;6.2;3750;4908.16;4676.53;231.63
Itaú;Baixo Risco;50;76;6.3;3800;4991.98;4753.59;238.4
Itaú;Baixo Risco;50;77;6.4;3850;5076.38;4831.1;245.28
Itaú;Baixo Risco;50;78;6.5;3900;5161.35;4909.08;252.27
Itaú;Baixo Risco;50;79;6.6;3950;5246.9;4987.52;259.38
Itaú;Baixo Risco;50;80;6.7;4000;5333.03;5066.42;266.61
Itaú;Baixo Risco;50;81;6.8;4050;5419.75;5145.8;273.95
Itaú;Baixo Risco;50;82;6.8;4100;5507.06;5225.65;281.41
Itaú;Baixo Risco;50;83;6.9;4150;5594.97;5305.97;288.99
Itaú;Baixo Risco;50;84;7.0;4200;5683.48;5386.78;296.7
Itaú;Baixo Risco;50;85;7.1;4250;5772.59;5468.07;304.52
Itaú;Baixo Risco;50;86;7.2;4300;5862.3;5549.84;312.46
Itaú;Baixo Risco;50;87;7.2;4350;5952.64;5632.11;320.53
Itaú;Baixo Risco;50;88;7.3;4400;6043.58;5714.87;328.72
Itaú;Baixo Risco;50;89;7.4;4450;6135.15;5798.12;337.03
Itaú;Baixo Risco;50;90;7.5;4500;6227.34;5881.87;345.47
Itaú;Baixo Risco;50;91;7.6;4550;6320.16;5966.13;354.03
Itaú;Baixo Risco;50;92;7.7;4600;6413.62;6050.89;362.72
Itaú;Baixo Risco;50;93;7.8;4650;6507.71;6136.17;371.54
Itaú;Baixo Risco;50;94;7.8;4700;6602.44;6221.95;380.49
Itaú;Baixo Risco;50;95;7.9;4750;6697.82;6308.26;389.56
Itaú;Baixo Risco;50;96;8.0;4800;6793.85;6395.08;398.77
Itaú;Baixo Risco;50;97;8.1;4850;6890.54;6584.46;306.08
Itaú;Baixo Risco;50;98;8.2;4900;6987.88;6674.7;313.18
Itaú;Baixo Risco;50;99;8.2;4950;7085.89;6765.51;320.38
Itaú;Baixo Risco;50;100;8.3;5000;7184.57;6856.88;327.69
Itaú;Baixo Risco;50;101;8.4;5050;7283.92;6948.83;335.09
Itaú;Baixo Risco;50;102;8.5;5100;7383.95;7041.35;342.59
Itaú;Baixo Risco;50;103;8.6;5150;7484.66;7134.46;350.2
Itaú;Baixo Risco;50;104;8.7;5200;7586.05;7228.15;357.91
Itaú;Baixo Risco;50;105;8.8;5250;7688.14;7322.42;365.72
Itaú;Baixo Risco;50;106;8.8;5300;7790.93;7417.29;373.64
Itaú;Baixo Risco;50;107;8.9;5350;7894.42;7512.75;381.66
Itaú;Baixo Risco;50;108;9.0;5400;7998.61;7608.82;389.79
Itaú;Baixo Risco;50;109;9.1;5450;8103.51;7705.49;398.03
Itaú;Baixo Risco;50;110;9.2;5500;8209.13;7802.76;406.37
Itaú;Baixo Risco;50;111;9.2;5550;8315.47;7900.65;414.82
Itaú;Baixo Risco;50;112;9.3;5600;8422.54;7999.16;423.38
Itaú;Baixo Risco;50;113;9.4;5650;8530.33;8098.28;432.05
Itaú;Baixo Risco;50;114;9.5;5700;8638.86;8198.03;440.83
Itaú;Baixo Risco;50;115;9.6;5750;8748.13;8298.41;449.72
Itaú;Baixo Risco;50;116;9.7;5800;8858.15;8399.43;458.72
Itaú;Baixo Risco;50;117;9.8;5850;8968.92;8501.08;467.84
Itaú;Baixo Risco;50;118;9.8;5900;9080.44;8603.37;477.07
Itaú;Baixo Risco;50;119;9.9;5950;9192.72;8706.31;486.41
Itaú;Baixo Risco;50;120;10.0;6000;9305.77;8809.91;495.87
Itaú;Baixo Risco;50;121;10.1;6050;9419.59;9082.63;336.96
Itaú;Baixo Risco;50;122;10.2;6100;9534.19;9190.77;343.42
Itaú;Baixo Risco;50;123;10.2;6150;9649.57;9299.61;349.96
Itaú;Baixo Risco;50;124;10.3;6200;9765.73;9409.16;356.57
Itaú;Baixo Risco;50;125;10.4;6250;9882.69;9519.42;363.27
Itaú;Baixo Risco;50;126;10.5;6300;10000.45;9630.4;370.04
Itaú;Baixo Risco;50;127;10.6;6350;10119.01;9742.11;376.9
Itaú;Baixo Risco;50;128;10.7;6400;10238.37;9854.54;383.84
Itaú;Baixo Risco;50;129;10.8;6450;10358.56;9967.7;390.86
Itaú;Baixo Risco;50;130;10.8;6500;10479.56;10081.6;397.96
Itaú;Baixo Risco;50;131;10.9;6550;10601.38;10196.25;405.14
Itaú;Baixo Risco;50;132;11.0;6600;10724.04;10311.64;412.4
Itaú;Baixo Risco;50;133;11.1;6650;10847.54;10427.78;419.75
Itaú;Baixo Risco;50;134;11.2;6700;10971.88;10544.69;427.19
Itaú;Baixo Risco;50;135;11.2;6750;11097.06;10662.36;434.71
Itaú;Baixo Risco;50;136;11.3;6800;11223.1;10780.79;442.31
Itaú;Baixo Risco;50;137;11.4;6850;11350.0;10900.0;450.0
Itaú;Baixo Risco;50;138;11.5;6900;11477.77;11019.99;457.78
Itaú;Baixo Risco;50;139;11.6;6950;11606.4;11140.76;465.64
Itaú;Baixo Risco;50;140;11.7;7000;11735.92;11262.32;473.59
Itaú;Baixo Risco;50;141;11.8;7050;11866.31;11384.68;481.63
Itaú;Baixo Risco;50;142;11.8;7100;11997.6;11507.84;489.76
Itaú;Baixo Risco;50;143;11.9;7150;12129.78;11631.81;497.98
Itaú;Baixo Risco;50;144;12.0;7200;12262.87;11756.58;506.29
Itaú;Baixo Risco;50;145;12.1;7250;12396.86;11882.17;514.69
Itaú;Baixo Risco;50;146;12.2;7300;12531.77;12008.59;523.18
Itaú;Baixo Risco;50;147;12.2;7350;12667.59;12135.83;531.76
Itaú;Baixo Risco;50;148;12.3;7400;12804.35;12263.91;540.43
Itaú;Baixo Risco;50;149;12.4;7450;12942.03;12392.83;549.2
Itaú;Baixo Risco;50;150;12.5;7500;13080.66;12522.59;558.07
Itaú;Baixo Risco;50;151;12.6;7550;13220.23;12653.2;567.02
Itaú;Baixo Risco;50;152;12.7;7600;13360.75;12784.67;576.07
Itaú;Baixo Risco;50;153;12.8;7650;13502.23;12917.01;585.22
Itaú;Baixo Risco;50;154;12.8;7700;13644.68;13050.21;594.47
Itaú;Baixo Risco;50;155;12.9;7750;13788.1;13184.29;603.81
Itaú;Baixo Risco;50;156;13.0;7800;13932.49;13319.24;613.25
Itaú;Baixo Risco;50;157;13.1;7850;14077.87;13455.09;622.79
Itaú;Baixo Risco;50;158;13.2;7900;14224.25;13591.82;632.42
Itaú;Baixo Risco;50;159;13.2;7950;14371.62;13729.46;642.16
Itaú;Baixo Risco;50;160;13.3;8000;14520.0;13868.0;652.0
Itaú;Baixo Risco;50;161;13.4;8050;14669.38;14007.45;661.94
Itaú;Baixo Risco;50;162;13.5;8100;14819.79;14147.81;671.98
Itaú;Baixo Risco;50;163;13.6;8150;14971.23;14289.1;682.12
Itaú;Baixo Risco;50;164;13.7;8200;15123.69;14431.32;692.37
Itaú;Baixo Risco;50;165;13.8;8250;15277.2;14574.48;702.72
Itaú;Baixo Risco;50;166;13.8;8300;15431.76;14718.58;713.18
Itaú;Baixo Risco;50;167;13.9;8350;15587.36;14863.63;723.74
Itaú;Baixo Risco;50;168;14.0;8400;15744.03;15009.63;734.4
Itaú;Baixo Risco;50;169;14.1;8450;15901.77;15156.6;745.18
Itaú;Baixo Risco;50;170;14.2;8500;16060.59;15304.53;756.06
Itaú;Baixo Risco;50;171;14.2;8550;16220.49;15453.44;767.05
Itaú;Baixo Risco;50;172;14.3;8600;16381.48;15603.33;778.15
Itaú;Baixo Risco;50;173;14.4;8650;16543.56;15754.21;789.36
Itaú;Baixo Risco;50;174;14.5;8700;16706.76;15906.08;800.68
Itaú;Baixo Risco;50;175;14.6;8750;16871.06;16058.96;812.11
Itaú;Baixo Risco;50;176;14.7;8800;17036.49;16212.84;823.65
Itaú;Baixo Risco;50;177;14.8;8850;17203.04;16367.74;835.3
Itaú;Baixo Risco;50;178;14.8;8900;17370.74;16523.66;847.07
Itaú;Baixo Risco;50;179;14.9;8950;17539.57;16680.61;858.96
Itaú;Baixo Risco;50;180;15.0;9000;17709.56;16838.6;870.96
Itaú;Baixo Risco;50;181;15.1;9050;17880.71;16997.63;883.07
Itaú;Baixo Risco;50;182;15.2;9100;18053.02;17157.72;895.3
Itaú;Baixo Risco;50;183;15.2;9150;18226.51;17318.86;907.65
Itaú;Baixo Risco;50;184;15.3;9200;18401.18;17481.06;920.12
Itaú;Baixo Risco;50;185;15.4;9250;18577.05;17644.34;932.7
Itaú;Baixo Risco;50;186;15.5;9300;18754.11;17808.7;945.41
Itaú;Baixo Risco;50;187;15.6;9350;18932.38;17974.14;958.24
Itaú;Baixo Risco;50;188;15.7;9400;19111.87;18140.68;971.19
Itaú;Baixo Risco;50;189;15.8;9450;19292.58;18308.33;984.26
Itaú;Baixo Risco;50;190;15.8;9500;19474.53;18477.08;997.45
Itaú;Baixo Risco;50;191;15.9;9550;19657.72;18646.94;1010.77
Itaú;Baixo Risco;50;192;16.0;9600;19842.15;18817.94;1024.22
Itaú;Baixo Risco;50;193;16.1;9650;20027.85;18990.06;1037.78
Itaú;Baixo Risco;50;194;16.2;9700;20214.81;19163.33;1051.48
Itaú;Baixo Risco;50;195;16.2;9750;20403.04;19337.74;1065.3
Itaú;Baixo Risco;50;196;16.3;9800;20592.56;19513.31;1079.26
Itaú;Baixo Risco;50;197;16.4;9850;20783.38;19690.04;1093.34
Itaú;Baixo Risco;50;198;16.5;9900;20975.49;19867.94;1107.55
Itaú;Baixo Risco;50;199;16.6;9950;21168.92;20047.02;1121.89
Itaú;Baixo Risco;50;200;16.7;10000;21363.66;20227.29;1136.37
Itaú;Baixo Risco;50;201;16.8;10050;21559.73;20408.76;1150.97
Itaú;Baixo Risco;50;202;16.8;10100;21757.14;20591.43;1165.71
Itaú;Baixo Risco;50;203;16.9;10150;21955.9;20775.31;1180.59
Itaú;Baixo Risco;50;204;17.0;10200;22156.02;20960.41;1195.6
Itaú;Baixo Risco;50;205;17.1;10250;22357.49;21146.74;1210.75
Itaú;Baixo Risco;50;206;17.2;10300;22560.35;21334.31;1226.03
Itaú;Baixo Risco;50;207;17.2;10350;22764.58;21523.12;1241.46
Itaú;Baixo Risco;50;208;17.3;10400;22970.21;21713.19;1257.02
Itaú;Baixo Risco;50;209;17.4;10450;23177.24;21904.52;1272.72
Itaú;Baixo Risco;50;210;17.5;10500;23385.69;22097.12;1288.57
Itaú;Baixo Risco;50;211;17.6;10550;23595.55;22291.0;1304.56
Itaú;Baixo Risco;50;212;17.7;10600;23806.85;22486.17;1320.69
Itaú;Baixo Risco;50;213;17.8;10650;24019.59;22682.63;1336.96
Itaú;Baixo Risco;50;214;17.8;10700;24233.78;22880.4;1353.38
Itaú;Baixo Risco;50;215;17.9;10750;24449.43;23079.49;1369.94
Itaú;Baixo Risco;50;216;18.0;10800;24666.56;23279.9;1386.66
Itaú;Baixo Risco;50;217;18.1;10850;24885.16;23481.65;1403.52
Itaú;Baixo Risco;50;218;18.2;10900;25105.26;23684.73;1420.53
Itaú;Baixo Risco;50;219;18.2;10950;25326.85;23889.17;1437.69
Itaú;Baixo Risco;50;220;18.3;11000;25549.96;24094.96;1455.0
Itaú;Baixo Risco;50;221;18.4;11050;25774.59;24302.13;1472.46
Itaú;Baixo Risco;50;222;18.5;11100;26000.75;24510.68;1490.08
Itaú;Baixo Risco;50;223;18.6;11150;26228.46;24720.61;1507.85
Itaú;Baixo Risco;50;224;18.7;11200;26457.72;24931.94;1525.77
Itaú;Baixo Risco;50;225;18.8;11250;26688.54;25144.68;1543.85
Itaú;Baixo Risco;50;226;18.8;11300;26920.94;25358.84;1562.09
Itaú;Baixo Risco;50;227;18.9;11350;27154.92;25574.43;1580.49
Itaú;Baixo Risco;50;228;19.0;11400;27390.5;25791.45;1599.05
Itaú;Baixo Risco;50;229;19.1;11450;27627.68;26009.91;1617.77
Itaú;Baixo Risco;50;230;19.2;11500;27866.48;26229.84;1636.65
Itaú;Baixo Risco;50;231;19.2;11550;28106.92;26451.22;1655.69
Itaú;Baixo Risco;50;232;19.3;11600;28348.99;26674.09;1674.9
Itaú;Baixo Risco;50;233;19.4;11650;28592.71;26898.44;1694.27
Itaú;Baixo Risco;50;234;19.5;11700;28838.1;27124.29;1713.81
Itaú;Baixo Risco;50;235;19.6;11750;29085.16;27351.64;1733.52
Itaú;Baixo Risco;50;236;19.7;11800;29333.9;27580.51;1753.39
Itaú;Baixo Risco;50;237;19.8;11850;29584.34;27810.91;1773.43
Itaú;Baixo Risco;50;238;19.8;11900;29836.5;28042.85;1793.65
Itaú;Baixo Risco;50;239;19.9;11950;30090.37;28276.33;1814.04
Itaú;Baixo Risco;50;240;20.0;12000;30345.97;28511.37;1834.6
Itaú;Baixo Risco;50;241;20.1;12050;30603.31;28747.98;1855.33
Itaú;Baixo Risco;50;242;20.2;12100;30862.42;28986.17;1876.24
Itaú;Baixo Risco;50;243;20.2;12150;31123.28;29225.96;1897.33
Itaú;Baixo Risco;50;244;20.3;12200;31385.93;29467.34;1918.59
Itaú;Baixo Risco;50;245;20.4;12250;31650.37;29710.34;1940.04
Itaú;Baixo Risco;50;246;20.5;12300;31916.62;29954.95;1961.66
Itaú;Baixo Risco;50;247;20.6;12350;32184.68;30201.21;1983.47
Itaú;Baixo Risco;50;248;20.7;12400;32454.57;30449.11;2005.46
Itaú;Baixo Risco;50;249;20.8;12450;32726.29;30698.67;2027.63
Itaú;Baixo Risco;50;250;20.8;12500;32999.88;30949.89;2049.99
Itaú;Baixo Risco;50;251;20.9;12550;33275.33;31202.79;2072.53
Itaú;Baixo Risco;50;252;21.0;12600;33552.66;31457.39;2095.27
Itaú;Baixo Risco;50;253;21.1;12650;33831.88;31713.69;2118.19
Itaú;Baixo Risco;50;254;21.2;12700;34113.0;31971.7;2141.3
Itaú;Baixo Risco;50;255;21.2;12750;34396.04;32231.44;2164.6
Itaú;Baixo Risco;50;256;21.3;12800;34681.02;32492.92;2188.1
Itaú;Baixo Risco;50;257;21.4;12850;34967.94;32756.14;2211.79
Itaú;Baixo Risco;50;258;21.5;12900;35256.81;33021.13;2235.68
Itaú;Baixo Risco;50;259;21.6;12950;35547.65;33287.89;2259.77
Itaú;Baixo Risco;50;260;21.7;13000;35840.48;33556.44;2284.05
Itaú;Baixo Risco;50;261;21.8;13050;36135.31;33826.78;2308.53
Itaú;Baixo Risco;50;262;21.8;13100;36432.15;34098.93;2333.21
Itaú;Baixo Risco;50;263;21.9;13150;36731.01;34372.91;2358.1
Itaú;Baixo Risco;50;264;22.0;13200;37031.91;34648.72;2383.19
Itaú;Baixo Risco;50;265;22.1;13250;37334.87;34926.38;2408.49
Itaú;Baixo Risco;50;266;22.2;13300;37639.89;35205.9;2433.99
Itaú;Baixo Risco;50;267;22.2;13350;37946.99;35487.29;2459.7
Itaú;Baixo Risco;50;268;22.3;13400;38256.18;35770.57;2485.62
Itaú;Baixo Risco;50;269;22.4;13450;38567.49;36055.74;2511.75
Itaú;Baixo Risco;50;270;22.5;13500;38880.92;36342.83;2538.09
Itaú;Baixo Risco;50;271;22.6;13550;39196.49;36631.84;2564.65
Itaú;Baixo Risco;50;272;22.7;13600;39514.21;36922.79;2591.42
Itaú;Baixo Risco;50;273;22.8;13650;39834.09;37215.68;2618.41
Itaú;Baixo Risco;50;274;22.8;13700;40156.16;37510.55;2645.62
Itaú;Baixo Risco;50;275;22.9;13750;40480.43;37807.39;2673.04
Itaú;Baixo Risco;50;276;23.0;13800;40806.91;38106.22;2700.69
Itaú;Baixo Risco;50;277;23.1;13850;41135.61;38407.05;2728.56
Itaú;Baixo Risco;50;278;23.2;13900;41466.56;38709.9;2756.66
Itaú;Baixo Risco;50;279;23.2;13950;41799.76;39014.79;2784.98
Itaú;Baixo Risco;50;280;23.3;14000;42135.24;39321.72;2813.52
Itaú;Baixo Risco;50;281;23.4;14050;42473.01;39630.71;2842.3
Itaú;Baixo Risco;50;282;23.5;14100;42813.08;39941.77;2871.31
Itaú;Baixo Risco;50;283;23.6;14150;43155.47;40254.92;2900.55
Itaú;Baixo Risco;50;284;23.7;14200;43500.19;40570.17;2930.02
Itaú;Baixo Risco;50;285;23.8;14250;43847.27;40887.54;2959.73
Itaú;Baixo Risco;50;286;23.8;14300;44196.72;41207.04;2989.67
Itaú;Baixo Risco;50;287;23.9;14350;44548.55;41528.69;3019.85
Itaú;Baixo Risco;50;288;24.0;14400;44902.77;41852.5;3050.28
Itaú;Baixo Risco;50;289;24.1;14450;45259.42;42178.48;3080.94
Itaú;Baixo Risco;50;290;24.2;14500;45618.5;42506.65;3111.85
Itaú;Baixo Risco;50;291;24.2;14550;45980.02;42837.02;3143.0
Itaú;Baixo Risco;50;292;24.3;14600;46344.02;43169.62;3174.4
Itaú;Baixo Risco;50;293;24.4;14650;46710.49;43504.44;3206.05
Itaú;Baixo Risco;50;294;24.5;14700;47079.47;43841.52;3237.95
Itaú;Baixo Risco;50;295;24.6;14750;47450.96;44180.87;3270.1
Itaú;Baixo Risco;50;296;24.7;14800;47824.99;44522.49;3302.5
Itaú;Baixo Risco;50;297;24.8;14850;48201.57;44866.41;3335.16
Itaú;Baixo Risco;50;298;24.8;14900;48580.72;45212.65;3368.07
Itaú;Baixo Risco;50;299;24.9;14950;48962.45;45561.21;3401.25
Itaú;Baixo Risco;50;300;25.0;15000;49346.79;45912.11;3434.68
Itaú;Baixo Risco;50;301;25.1;15050;49733.75;46265.38;3468.38
Itaú;Baixo Risco;50;302;25.2;15100;50123.35;46621.01;3502.33
Itaú;Baixo Risco;50;303;25.2;15150;50515.61;46979.05;3536.56
Itaú;Baixo Risco;50;304;25.3;15200;50910.54;47339.49;3571.05
Itaú;Baixo Risco;50;305;25.4;15250;51308.17;47702.35;3605.82
Itaú;Baixo Risco;50;306;25.5;15300;51708.51;48067.66;3640.85
Itaú;Baixo Risco;50;307;25.6;15350;52111.58;48435.42;3676.16
Itaú;Baixo Risco;50;308;25.7;15400;52517.4;48805.66;3711.74
Itaú;Baixo Risco;50;309;25.8;15450;52925.98;49178.39;3747.6
Itaú;Baixo Risco;50;310;25.8;15500;53337.36;49553.62;3783.74
Itaú;Baixo Risco;50;311;25.9;15550;53751.54;49931.39;3820.15
Itaú;Baixo Risco;50;312;26.0;15600;54168.55;50311.69;3856.85
Itaú;Baixo Risco;50;313;26.1;15650;54588.4;50694.56;3893.84
Itaú;Baixo Risco;50;314;26.2;15700;55011.12;51080.0;3931.11
Itaú;Baixo Risco;50;315;26.2;15750;55436.71;51468.04;3968.67
Itaú;Baixo Risco;50;316;26.3;15800;55865.22;51858.69;4006.52
Itaú;Baixo Risco;50;317;26.4;15850;56296.64;52251.98;4044.66
Itaú;Baixo Risco;50;318;26.5;15900;56731.01;52647.91;4083.1
Itaú;Baixo Risco;50;319;26.6;15950;57168.34;53046.51;4121.83
Itaú;Baixo Risco;50;320;26.7;16000;57608.66;53447.79;4160.87
Itaú;Baixo Risco;50;321;26.8;16050;58051.97;53851.78;4200.2
Itaú;Baixo Risco;50;322;26.8;16100;58498.32;54258.48;4239.83
Itaú;Baixo Risco;50;323;26.9;16150;58947.7;54667.93;4279.77
Itaú;Baixo Risco;50;324;27.0;16200;59400.16;55080.14;4320.02
Itaú;Baixo Risco;50;325;27.1;16250;59855.69;55495.12;4360.57
Itaú;Baixo Risco;50;326;27.2;16300;60314.34;55912.91;4401.43
Itaú;Baixo Risco;50;327;27.2;16350;60776.12;56333.5;4442.61
Itaú;Baixo Risco;50;328;27.3;16400;61241.04;56756.94;4484.1
Itaú;Baixo Risco;50;329;27.4;16450;61709.14;57183.22;4525.91
Itaú;Baixo Risco;50;330;27.5;16500;62180.43;57612.38;4568.04
Itaú;Baixo Risco;50;331;27.6;16550;62654.93;58044.44;4610.49
Itaú;Baixo Risco;50;332;27.7;16600;63132.67;58479.41;4653.27
Itaú;Baixo Risco;50;333;27.8;16650;63613.67;58917.31;4696.37
Itaú;Baixo Risco;50;334;27.8;16700;64097.95;59358.16;4739.8
Itaú;Baixo Risco;50;335;27.9;16750;64585.54;59801.98;4783.55
Itaú;Baixo Risco;50;336;28.0;16800;65076.45;60248.8;4827.64
Itaú;Baixo Risco;50;337;28.1;16850;65570.71;60698.64;4872.07
Itaú;Baixo Risco;50;338;28.2;16900;66068.34;61151.51;4916.83
Itaú;Baixo Risco;50;339;28.2;16950;66569.37;61607.43;4961.94
Itaú;Baixo Risco;50;340;28.3;17000;67073.81;62066.43;5007.38
Itaú;Baixo Risco;50;341;28.4;17050;67581.69;62528.52;5053.17
Itaú;Baixo Risco;50;342;28.5;17100;68093.04;62993.74;5099.3
Itaú;Baixo Risco;50;343;28.6;17150;68607.88;63462.09;5145.79
Itaú;Baixo Risco;50;344;28.7;17200;69126.23;63933.61;5192.62
Itaú;Baixo Risco;50;345;28.8;17250;69648.12;64408.3;5239.81
Itaú;Baixo Risco;50;346;28.8;17300;70173.56;64886.2;5287.36
Itaú;Baixo Risco;50;347;28.9;17350;70702.59;65367.33;5335.26
Itaú;Baixo Risco;50;348;29.0;17400;71235.23;65851.71;5383.52
Itaú;Baixo Risco;50;349;29.1;17450;71771.5;66339.35;5432.15
Itaú;Baixo Risco;50;350;29.2;17500;72311.43;66830.29;5481.14
Itaú;Baixo Risco;50;351;29.2;17550;72855.04;67324.54;5530.5
Itaú;Baixo Risco;50;352;29.3;17600;73402.36;67822.13;5580.24
Itaú;Baixo Risco;50;353;29.4;17650;73953.42;68323.08;5630.34
Itaú;Baixo Risco;50;354;29.5;17700;74508.23;68827.41;5680.82
Itaú;Baixo Risco;50;355;29.6;17750;75066.83;69335.15;5731.68
Itaú;Baixo Risco;50;356;29.7;17800;75629.24;69846.32;5782.92
Itaú;Baixo Risco;50;357;29.8;17850;76195.49;70360.94;5834.55
Itaú;Baixo Risco;50;358;29.8;17900;76765.59;70879.03;5886.56
Itaú;Baixo Risco;50;359;29.9;17950;77339.59;71400.63;5938.96
Itaú;Baixo Risco;50;360;30.0;18000;77917.5;71925.75;5991.75
Itaú;Baixo Risco;100;1;0.1;100;100.68;100.44;0.24
Itaú;Baixo Risco;100;2;0.2;200;202.05;201.33;0.72
Itaú;Baixo Risco;100;3;0.2;300;304.11;302.67;1.44
