Instituicao;Perfil_Risco;Aporte_Mensal_BRL;Mes;Ano;Total_Investido_BRL;Saldo_Bruto_BRL;Saldo_Liquido_BRL;Imposto_Retido_BRL
Itaú;Baixo Risco;500;229;19.1;114500;276276.81;260099.12;16177.68
Itaú;Baixo Risco;500;230;19.2;115000;278664.84;262298.35;16366.48
Itaú;Baixo Risco;500;231;19.2;115500;281069.16;264512.24;16556.92
Itaú;Baixo Risco;500;232;19.3;116000;283489.88;266740.89;16748.99
Itaú;Baixo Risco;500;233;19.4;116500;285927.11;268984.4;16942.71
Itaú;Baixo Risco;500;234;19.5;117000;288380.98;271242.88;17138.1
Itaú;Baixo Risco;500;235;19.6;117500;290851.58;273516.42;17335.16
Itaú;Baixo Risco;500;236;19.7;118000;293339.03;275805.13;17533.9
Itaú;Baixo Risco;500;237;19.8;118500;295843.45;278109.1;17734.34
Itaú;Baixo Risco;500;238;19.8;119000;298364.95;280428.46;17936.5
Itaú;Baixo Risco;500;239;19.9;119500;300903.66;282763.29;18140.37
Itaú;Baixo Risco;500;240;20.0;120000;303459.68;285113.71;18345.97
Itaú;Baixo Risco;500;241;20.1;120500;306033.14;287479.83;18553.31
Itaú;Baixo Risco;500;242;20.2;121000;308624.16;289861.74;18762.42
Itaú;Baixo Risco;500;243;20.2;121500;311232.84;292259.56;18973.28
Itaú;Baixo Risco;500;244;20.3;122000;313859.33;294673.39;19185.93
Itaú;Baixo Risco;500;245;20.4;122500;316503.73;297103.35;19400.37
Itaú;Baixo Risco;500;246;20.5;123000;319166.17;299549.55;19616.62
Itaú;Baixo Risco;500;247;20.6;123500;321846.77;302012.09;19834.68
Itaú;Baixo Risco;500;248;20.7;124000;324545.65;304491.09;20054.57
Itaú;Baixo Risco;500;249;20.8;124500;327262.95;306986.65;20276.29
Itaú;Baixo Risco;500;250;20.8;125000;329998.78;309498.9;20499.88
Itaú;Baixo Risco;500;251;20.9;125500;332753.28;312027.95;20725.33
Itaú;Baixo Risco;500;252;21.0;126000;335526.56;314573.91;20952.66
Itaú;Baixo Risco;500;253;21.1;126500;338318.77;317136.89;21181.88
Itaú;Baixo Risco;500;254;21.2;127000;341130.02;319717.01;21413.0
Itaú;Baixo Risco;500;255;21.2;127500;343960.44;322314.4;21646.04
Itaú;Baixo Risco;500;256;21.3;128000;346810.18;324929.16;21881.02
Itaú;Baixo Risco;500;257;21.4;128500;349679.35;327561.42;22117.94
Itaú;Baixo Risco;500;258;21.5;129000;352568.1;330211.29;22356.81
Itaú;Baixo Risco;500;259;21.6;129500;355476.55;332878.89;22597.65
Itaú;Baixo Risco;500;260;21.7;130000;358404.84;335564.36;22840.48
Itaú;Baixo Risco;500;261;21.8;130500;361353.11;338267.8;23085.31
Itaú;Baixo Risco;500;262;21.8;131000;364321.49;340989.34;23332.15
Itaú;Baixo Risco;500;263;21.9;131500;367310.11;343729.1;23581.01
Itaú;Baixo Risco;500;264;22.0;132000;370319.13;346487.22;23831.91
Itaú;Baixo Risco;500;265;22.1;132500;373348.67;349263.8;24084.87
Itaú;Baixo Risco;500;266;22.2;133000;376398.87;352058.99;24339.89
Itaú;Baixo Risco;500;267;22.2;133500;379469.89;354872.9;24596.99
Itaú;Baixo Risco;500;268;22.3;134000;382561.85;357705.66;24856.18
Itaú;Baixo Risco;500;269;22.4;134500;385674.9;360557.41;25117.49
Itaú;Baixo Risco;500;270;22.5;135000;388809.19;363428.27;25380.92
Itaú;Baixo Risco;500;271;22.6;135500;391964.86;366318.38;25646.49
Itaú;Baixo Risco;500;272;22.7;136000;395142.06;369227.85;25914.21
Itaú;Baixo Risco;500;273;22.8;136500;398340.93;372156.84;26184.09
Itaú;Baixo Risco;500;274;22.8;137000;401561.62;375105.46;26456.16
Itaú;Baixo Risco;500;275;22.9;137500;404804.28;378073.85;26730.43
Itaú;Baixo Risco;500;276;23.0;138000;408069.06;381062.15;27006.91
Itaú;Baixo Risco;500;277;23.1;138500;411356.11;384070.5;27285.61
Itaú;Baixo Risco;500;278;23.2;139000;414665.59;387099.03;27566.56
Itaú;Baixo Risco;500;279;23.2;139500;417997.64;390147.87;27849.76
Itaú;Baixo Risco;500;280;23.3;140000;421352.41;393217.17;28135.24
Itaú;Baixo Risco;500;281;23.4;140500;424730.08;396307.07;28423.01
Itaú;Baixo Risco;500;282;23.5;141000;428130.78;399417.7;28713.08
Itaú;Baixo Risco;500;283;23.6;141500;431554.68;402549.22;29005.47
Itaú;Baixo Risco;500;284;23.7;142000;435001.94;405701.75;29300.19
Itaú;Baixo Risco;500;285;23.8;142500;438472.72;408875.44;29597.27
Itaú;Baixo Risco;500;286;23.8;143000;441967.16;412070.45;29896.72
Itaú;Baixo Risco;500;287;23.9;143500;445485.45;415286.91;30198.55
Itaú;Baixo Risco;500;288;24.0;144000;449027.74;418524.96;30502.77
Itaú;Baixo Risco;500;289;24.1;144500;452594.19;421784.77;30809.42
Itaú;Baixo Risco;500;290;24.2;145000;456184.97;425066.47;31118.5
Itaú;Baixo Risco;500;291;24.2;145500;459800.24;428370.22;31430.02
Itaú;Baixo Risco;500;292;24.3;146000;463440.18;431696.16;31744.02
Itaú;Baixo Risco;500;293;24.4;146500;467104.94;435044.45;32060.49
Itaú;Baixo Risco;500;294;24.5;147000;470794.71;438415.23;32379.47
Itaú;Baixo Risco;500;295;24.6;147500;474509.64;441808.68;32700.96
Itaú;Baixo Risco;500;296;24.7;148000;478249.91;445224.92;33024.99
Itaú;Baixo Risco;500;297;24.8;148500;482015.7;448664.13;33351.57
Itaú;Baixo Risco;500;298;24.8;149000;485807.18;452126.46;33680.72
Itaú;Baixo Risco;500;299;24.9;149500;489624.52;455612.07;34012.45
Itaú;Baixo Risco;500;300;25.0;150000;493467.9;459121.11;34346.79
Itaú;Baixo Risco;500;301;25.1;150500;497337.5;462653.75;34683.75
Itaú;Baixo Risco;500;302;25.2;151000;501233.5;466210.15;35023.35
Itaú;Baixo Risco;500;303;25.2;151500;505156.07;469790.46;35365.61
Itaú;Baixo Risco;500;304;25.3;152000;509105.4;473394.86;35710.54
Itaú;Baixo Risco;500;305;25.4;152500;513081.67;477023.5;36058.17
Itaú;Baixo Risco;500;306;25.5;153000;517085.06;480676.56;36408.51
Itaú;Baixo Risco;500;307;25.6;153500;521115.77;484354.19;36761.58
Itaú;Baixo Risco;500;308;25.7;154000;525173.96;488056.57;37117.4
Itaú;Baixo Risco;500;309;25.8;154500;529259.85;491783.86;37475.98
Itaú;Baixo Risco;500;310;25.8;155000;533373.6;495536.24;37837.36
Itaú;Baixo Risco;500;311;25.9;155500;537515.41;499313.87;38201.54
Itaú;Baixo Risco;500;312;26.0;156000;541685.48;503116.93;38568.55
Itaú;Baixo Risco;500;313;26.1;156500;545884.0;506945.6;38938.4
Itaú;Baixo Risco;500;314;26.2;157000;550111.15;510800.04;39311.12
Itaú;Baixo Risco;500;315;26.2;157500;554367.14;514680.43;39686.71
Itaú;Baixo Risco;500;316;26.3;158000;558652.17;518586.95;40065.22
Itaú;Baixo Risco;500;317;26.4;158500;562966.42;522519.78;40446.64
Itaú;Baixo Risco;500;318;26.5;159000;567310.1;526479.09;40831.01
Itaú;Baixo Risco;500;319;26.6;159500;571683.41;530465.07;41218.34
Itaú;Baixo Risco;500;320;26.7;160000;576086.56;534477.9;41608.66
Itaú;Baixo Risco;500;321;26.8;160500;580519.74;538517.77;42001.97
Itaú;Baixo Risco;500;322;26.8;161000;584983.16;542584.85;42398.32
Itaú;Baixo Risco;500;323;26.9;161500;589477.03;546679.33;42797.7
Itaú;Baixo Risco;500;324;27.0;162000;594001.56;550801.4;43200.16
Itaú;Baixo Risco;500;325;27.1;162500;598556.94;554951.25;43605.69
Itaú;Baixo Risco;500;326;27.2;163000;603143.41;559129.07;44014.34
Itaú;Baixo Risco;500;327;27.2;163500;607761.16;563335.04;44426.12
Itaú;Baixo Risco;500;328;27.3;164000;612410.41;567569.37;44841.04
Itaú;Baixo Risco;500;329;27.4;164500;617091.37;571832.23;45259.14
Itaú;Baixo Risco;500;330;27.5;165000;621804.27;576123.84;45680.43
Itaú;Baixo Risco;500;331;27.6;165500;626549.31;580444.38;46104.93
Itaú;Baixo Risco;500;332;27.7;166000;631326.72;584794.05;46532.67
Itaú;Baixo Risco;500;333;27.8;166500;636136.72;589173.05;46963.67
Itaú;Baixo Risco;500;334;27.8;167000;640979.54;593581.58;47397.95
Itaú;Baixo Risco;500;335;27.9;167500;645855.39;598019.85;47835.54
Itaú;Baixo Risco;500;336;28.0;168000;650764.5;602488.05;48276.45
Itaú;Baixo Risco;500;337;28.1;168500;655707.09;606986.38;48720.71
Itaú;Baixo Risco;500;338;28.2;169000;660683.4;611515.06;49168.34
Itaú;Baixo Risco;500;339;28.2;169500;665693.66;616074.3;49619.37
Itaú;Baixo Risco;500;340;28.3;170000;670738.1;620664.29;50073.81
Itaú;Baixo Risco;500;341;28.4;170500;675816.94;625285.25;50531.69
Itaú;Baixo Risco;500;342;28.5;171000;680930.44;629937.39;50993.04
Itaú;Baixo Risco;500;343;28.6;171500;686078.81;634620.93;51457.88
Itaú;Baixo Risco;500;344;28.7;172000;691262.3;639336.07;51926.23
Itaú;Baixo Risco;500;345;28.8;172500;696481.15;644083.04;52398.12
Itaú;Baixo Risco;500;346;28.8;173000;701735.61;648862.05;52873.56
Itaú;Baixo Risco;500;347;28.9;173500;707025.9;653673.31;53352.59
Itaú;Baixo Risco;500;348;29.0;174000;712352.29;658517.06;53835.23
Itaú;Baixo Risco;500;349;29.1;174500;717715.0;663393.5;54321.5
Itaú;Baixo Risco;500;350;29.2;175000;723114.3;668302.87;54811.43
Itaú;Baixo Risco;500;351;29.2;175500;728550.43;673245.39;55305.04
Itaú;Baixo Risco;500;352;29.3;176000;734023.64;678221.28;55802.36
Itaú;Baixo Risco;500;353;29.4;176500;739534.19;683230.77;56303.42
Itaú;Baixo Risco;500;354;29.5;177000;745082.33;688274.1;56808.23
Itaú;Baixo Risco;500;355;29.6;177500;750668.32;693351.48;57316.83
Itaú;Baixo Risco;500;356;29.7;178000;756292.4;698463.16;57829.24
Itaú;Baixo Risco;500;357;29.8;178500;761954.86;703609.37;58345.49
Itaú;Baixo Risco;500;358;29.8;179000;767655.94;708790.35;58865.59
Itaú;Baixo Risco;500;359;29.9;179500;773395.91;714006.32;59389.59
Itaú;Baixo Risco;500;360;30.0;180000;779175.04;719257.53;59917.5
Itaú;Médio Risco;50;1;0.1;50;50.42;50.27;0.15
Itaú;Médio Risco;50;2;0.2;100;101.26;100.82;0.44
Itaú;Médio Risco;50;3;0.2;150;152.52;151.64;0.88
Itaú;Médio Risco;50;4;0.3;200;204.21;202.74;1.47
Itaú;Médio Risco;50;5;0.4;250;256.34;254.12;2.22
Itaú;Médio Risco;50;6;0.5;300;308.9;305.78;3.11
Itaú;Médio Risco;50;7;0.6;350;361.89;357.73;4.16
Itaú;Médio Risco;50;8;0.7;400;415.34;409.97;5.37
Itaú;Médio Risco;50;9;0.8;450;469.22;462.5;6.73
Itaú;Médio Risco;50;10;0.8;500;523.56;515.32;8.25
Itaú;Médio Risco;50;11;0.9;550;578.35;568.43;9.92
Itaú;Médio Risco;50;12;1.0;600;633.6;621.84;11.76
Itaú;Médio Risco;50;13;1.1;650;689.32;675.56;13.76
Itaú;Médio Risco;50;14;1.2;700;745.49;729.57;15.92
Itaú;Médio Risco;50;15;1.2;750;802.14;783.89;18.25
Itaú;Médio Risco;50;16;1.3;800;859.26;838.52;20.74
Itaú;Médio Risco;50;17;1.4;850;916.86;893.46;23.4
Itaú;Médio Risco;50;18;1.5;900;974.93;948.71;26.23
Itaú;Médio Risco;50;19;1.6;950;1033.5;1004.27;29.22
Itaú;Médio Risco;50;20;1.7;1000;1092.55;1060.16;32.39
Itaú;Médio Risco;50;21;1.8;1050;1152.1;1116.36;35.73
Itaú;Médio Risco;50;22;1.8;1100;1212.14;1172.89;39.25
Itaú;Médio Risco;50;23;1.9;1150;1272.69;1229.75;42.94
Itaú;Médio Risco;50;24;2.0;1200;1333.74;1286.93;46.81
Itaú;Médio Risco;50;25;2.1;1250;1395.3;1351.71;43.59
Itaú;Médio Risco;50;26;2.2;1300;1457.37;1410.16;47.21
Itaú;Médio Risco;50;27;2.2;1350;1519.97;1468.98;50.99
Itaú;Médio Risco;50;28;2.3;1400;1583.09;1528.16;54.93
Itaú;Médio Risco;50;29;2.4;1450;1646.73;1587.71;59.02
Itaú;Médio Risco;50;30;2.5;1500;1710.91;1647.64;63.27
Itaú;Médio Risco;50;31;2.6;1550;1775.62;1707.93;67.69
Itaú;Médio Risco;50;32;2.7;1600;1840.87;1768.61;72.26
Itaú;Médio Risco;50;33;2.8;1650;1906.67;1829.67;77.0
Itaú;Médio Risco;50;34;2.8;1700;1973.02;1891.11;81.91
Itaú;Médio Risco;50;35;2.9;1750;2039.92;1952.95;86.98
Itaú;Médio Risco;50;36;3.0;1800;2107.38;2015.17;92.22
Itaú;Médio Risco;50;37;3.1;1850;2175.41;2077.79;97.62
Itaú;Médio Risco;50;38;3.2;1900;2244.0;2140.8;103.2
Itaú;Médio Risco;50;39;3.2;1950;2313.17;2204.22;108.95
Itaú;Médio Risco;50;40;3.3;2000;2382.91;2268.04;114.87
Itaú;Médio Risco;50;41;3.4;2050;2453.24;2332.27;120.97
Itaú;Médio Risco;50;42;3.5;2100;2524.16;2396.91;127.25
Itaú;Médio Risco;50;43;3.6;2150;2595.66;2461.97;133.7
Itaú;Médio Risco;50;44;3.7;2200;2667.77;2527.44;140.33
Itaú;Médio Risco;50;45;3.8;2250;2740.48;2593.33;147.14
Itaú;Médio Risco;50;46;3.8;2300;2813.79;2659.65;154.14
Itaú;Médio Risco;50;47;3.9;2350;2887.72;2726.4;161.32
Itaú;Médio Risco;50;48;4.0;2400;2962.26;2793.59;168.68
Itaú;Médio Risco;50;49;4.1;2450;3037.43;2890.57;146.86
Itaú;Médio Risco;50;50;4.2;2500;3113.23;2959.92;153.31
Itaú;Médio Risco;50;51;4.2;2550;3189.66;3029.74;159.91
Itaú;Médio Risco;50;52;4.3;2600;3266.73;3100.04;166.68
Itaú;Médio Risco;50;53;4.4;2650;3344.44;3170.83;173.61
Itaú;Médio Risco;50;54;4.5;2700;3422.8;3242.1;180.7
Itaú;Médio Risco;50;55;4.6;2750;3501.81;3313.86;187.95
Itaú;Médio Risco;50;56;4.7;2800;3581.49;3386.12;195.37
Itaú;Médio Risco;50;57;4.8;2850;3661.83;3458.87;202.96
Itaú;Médio Risco;50;58;4.8;2900;3742.84;3532.13;210.71
Itaú;Médio Risco;50;59;4.9;2950;3824.53;3605.9;218.63
Itaú;Médio Risco;50;60;5.0;3000;3906.91;3680.18;226.73
Itaú;Médio Risco;50;61;5.1;3050;3989.97;3754.98;234.99
Itaú;Médio Risco;50;62;5.2;3100;4073.72;3830.29;243.43
Itaú;Médio Risco;50;63;5.2;3150;4158.18;3906.13;252.04
Itaú;Médio Risco;50;64;5.3;3200;4243.34;3982.5;260.83
Itaú;Médio Risco;50;65;5.4;3250;4329.21;4059.41;269.8
Itaú;Médio Risco;50;66;5.5;3300;4415.8;4136.85;278.95
Itaú;Médio Risco;50;67;5.6;3350;4503.11;4214.83;288.28
Itaú;Médio Risco;50;68;5.7;3400;4591.15;4293.36;297.79
Itaú;Médio Risco;50;69;5.8;3450;4679.93;4372.45;307.48
Itaú;Médio Risco;50;70;5.8;3500;4769.45;4452.09;317.36
Itaú;Médio Risco;50;71;5.9;3550;4859.72;4532.29;327.43
Itaú;Médio Risco;50;72;6.0;3600;4950.74;4613.05;337.68
Itaú;Médio Risco;50;73;6.1;3650;5042.52;4764.01;278.5
Itaú;Médio Risco;50;74;6.2;3700;5135.07;4848.05;287.01
Itaú;Médio Risco;50;75;6.2;3750;5228.39;4932.71;295.68
Itaú;Médio Risco;50;76;6.3;3800;5322.49;5017.99;304.5
Itaú;Médio Risco;50;77;6.4;3850;5417.38;5103.9;313.48
Itaú;Médio Risco;50;78;6.5;3900;5513.06;5190.45;322.61
Itaú;Médio Risco;50;79;6.6;3950;5609.54;5277.63;331.91
Itaú;Médio Risco;50;80;6.7;4000;5706.83;5365.46;341.37
Itaú;Médio Risco;50;81;6.8;4050;5804.93;5453.94;350.99
Itaú;Médio Risco;50;82;6.8;4100;5903.84;5543.08;360.77
Itaú;Médio Risco;50;83;6.9;4150;6003.59;5632.87;370.72
Itaú;Médio Risco;50;84;7.0;4200;6104.17;5723.33;380.83
Itaú;Médio Risco;50;85;7.1;4250;6205.59;5814.47;391.12
Itaú;Médio Risco;50;86;7.2;4300;6307.85;5906.28;401.57
Itaú;Médio Risco;50;87;7.2;4350;6410.97;5998.78;412.19
Itaú;Médio Risco;50;88;7.3;4400;6514.96;6091.97;422.99
Itaú;Médio Risco;50;89;7.4;4450;6619.81;6185.85;433.96
Itaú;Médio Risco;50;90;7.5;4500;6725.54;6280.43;445.11
Itaú;Médio Risco;50;91;7.6;4550;6832.15;6375.72;456.43
Itaú;Médio Risco;50;92;7.7;4600;6939.65;6471.72;467.93
Itaú;Médio Risco;50;93;7.8;4650;7048.05;6568.44;479.61
Itaú;Médio Risco;50;94;7.8;4700;7157.35;6665.88;491.47
Itaú;Médio Risco;50;95;7.9;4750;7267.57;6764.06;503.51
Itaú;Médio Risco;50;96;8.0;4800;7378.71;6862.97;515.74
Itaú;Médio Risco;50;97;8.1;4850;7490.78;7094.66;396.12
Itaú;Médio Risco;50;98;8.2;4900;7603.78;7198.22;405.57
Itaú;Médio Risco;50;99;8.2;4950;7717.73;7302.57;415.16
Itaú;Médio Risco;50;100;8.3;5000;7832.63;7407.74;424.89
Itaú;Médio Risco;50;101;8.4;5050;7948.49;7513.72;434.77
Itaú;Médio Risco;50;102;8.5;5100;8065.32;7620.52;444.8
Itaú;Médio Risco;50;103;8.6;5150;8183.13;7728.16;454.97
Itaú;Médio Risco;50;104;8.7;5200;8301.92;7836.63;465.29
Itaú;Médio Risco;50;105;8.8;5250;8421.7;7945.94;475.75
Itaú;Médio Risco;50;106;8.8;5300;8542.48;8056.11;486.37
Itaú;Médio Risco;50;107;8.9;5350;8664.27;8167.13;497.14
Itaú;Médio Risco;50;108;9.0;5400;8787.08;8279.02;508.06
Itaú;Médio Risco;50;109;9.1;5450;8910.91;8391.78;519.14
Itaú;Médio Risco;50;110;9.2;5500;9035.78;8505.42;530.37
Itaú;Médio Risco;50;111;9.2;5550;9161.7;8619.94;541.75
Itaú;Médio Risco;50;112;9.3;5600;9288.66;8735.36;553.3
Itaú;Médio Risco;50;113;9.4;5650;9416.69;8851.69;565.0
Itaú;Médio Risco;50;114;9.5;5700;9545.78;8968.92;576.87
Itaú;Médio Risco;50;115;9.6;5750;9675.96;9087.07;588.89
Itaú;Médio Risco;50;116;9.7;5800;9807.22;9206.14;601.08
Itaú;Médio Risco;50;117;9.8;5850;9939.58;9326.14;613.44
Itaú;Médio Risco;50;118;9.8;5900;10073.04;9447.09;625.96
Itaú;Médio Risco;50;119;9.9;5950;10207.62;9568.98;638.64
Itaú;Médio Risco;50;120;10.0;6000;10343.33;9691.83;651.5
Itaú;Médio Risco;50;121;10.1;6050;10480.17;10037.15;443.02
Itaú;Médio Risco;50;122;10.2;6100;10618.15;10166.33;451.81
Itaú;Médio Risco;50;123;10.2;6150;10757.28;10296.55;460.73
Itaú;Médio Risco;50;124;10.3;6200;10897.58;10427.82;469.76
Itaú;Médio Risco;50;125;10.4;6250;11039.05;10560.14;478.9
Itaú;Médio Risco;50;126;10.5;6300;11181.7;10693.53;488.17
Itaú;Médio Risco;50;127;10.6;6350;11325.54;10827.99;497.55
Itaú;Médio Risco;50;128;10.7;6400;11470.58;10963.53;507.06
Itaú;Médio Risco;50;129;10.8;6450;11616.84;11100.16;516.68
Itaú;Médio Risco;50;130;10.8;6500;11764.32;11237.89;526.43
Itaú;Médio Risco;50;131;10.9;6550;11913.03;11376.73;536.3
Itaú;Médio Risco;50;132;11.0;6600;12062.98;11516.68;546.3
Itaú;Médio Risco;50;133;11.1;6650;12214.19;11657.77;556.42
Itaú;Médio Risco;50;134;11.2;6700;12366.66;11799.99;566.67
Itaú;Médio Risco;50;135;11.2;6750;12520.4;11943.36;577.04
Itaú;Médio Risco;50;136;11.3;6800;12675.43;12087.88;587.54
Itaú;Médio Risco;50;137;11.4;6850;12831.75;12233.58;598.18
Itaú;Médio Risco;50;138;11.5;6900;12989.38;12380.44;608.94
Itaú;Médio Risco;50;139;11.6;6950;13148.33;12528.49;619.83
Itaú;Médio Risco;50;140;11.7;7000;13308.6;12677.74;630.86
Itaú;Médio Risco;50;141;11.8;7050;13470.21;12828.19;642.02
Itaú;Médio Risco;50;142;11.8;7100;13633.18;12979.86;653.32
Itaú;Médio Risco;50;143;11.9;7150;13797.5;13132.75;664.75
Itaú;Médio Risco;50;144;12.0;7200;13963.2;13286.88;676.32
Itaú;Médio Risco;50;145;12.1;7250;14130.28;13442.25;688.03
Itaú;Médio Risco;50;146;12.2;7300;14298.76;13598.88;699.88
Itaú;Médio Risco;50;147;12.2;7350;14468.65;13756.78;711.86
Itaú;Médio Risco;50;148;12.3;7400;14639.95;13915.96;724.0
Itaú;Médio Risco;50;149;12.4;7450;14812.69;14076.42;736.27
Itaú;Médio Risco;50;150;12.5;7500;14986.87;14238.18;748.69
Itaú;Médio Risco;50;151;12.6;7550;15162.5;14401.25;761.25
Itaú;Médio Risco;50;152;12.7;7600;15339.61;14565.65;773.96
Itaú;Médio Risco;50;153;12.8;7650;15518.19;14731.37;786.82
Itaú;Médio Risco;50;154;12.8;7700;15698.26;14898.44;799.83
Itaú;Médio Risco;50;155;12.9;7750;15879.84;15066.86;812.98
Itaú;Médio Risco;50;156;13.0;7800;16062.94;15236.65;826.29
Itaú;Médio Risco;50;157;13.1;7850;16247.57;15407.81;839.76
Itaú;Médio Risco;50;158;13.2;7900;16433.73;15580.36;853.37
Itaú;Médio Risco;50;159;13.2;7950;16621.46;15754.31;867.15
Itaú;Médio Risco;50;160;13.3;8000;16810.75;15929.68;881.08
Itaú;Médio Risco;50;161;13.4;8050;17001.63;16106.46;895.16
Itaú;Médio Risco;50;162;13.5;8100;17194.09;16284.69;909.41
Itaú;Médio Risco;50;163;13.6;8150;17388.17;16464.35;923.82
Itaú;Médio Risco;50;164;13.7;8200;17583.87;16645.48;938.39
Itaú;Médio Risco;50;165;13.8;8250;17781.2;16828.08;953.12
Itaú;Médio Risco;50;166;13.8;8300;17980.19;17012.17;968.02
Itaú;Médio Risco;50;167;13.9;8350;18180.83;17197.75;983.08
Itaú;Médio Risco;50;168;14.0;8400;18383.15;17384.84;998.32
Itaú;Médio Risco;50;169;14.1;8450;18587.16;17573.45;1013.72
Itaú;Médio Risco;50;170;14.2;8500;18792.88;17763.59;1029.29
Itaú;Médio Risco;50;171;14.2;8550;19000.32;17955.28;1045.03
Itaú;Médio Risco;50;172;14.3;8600;19209.48;18148.54;1060.95
Itaú;Médio Risco;50;173;14.4;8650;19420.4;18343.36;1077.04
Itaú;Médio Risco;50;174;14.5;8700;19633.08;18539.77;1093.31
Itaú;Médio Risco;50;175;14.6;8750;19847.53;18737.78;1109.75
Itaú;Médio Risco;50;176;14.7;8800;20063.78;18937.4;1126.38
Itaú;Médio Risco;50;177;14.8;8850;20281.83;19138.65;1143.18
Itaú;Médio Risco;50;178;14.8;8900;20501.71;19341.54;1160.17
Itaú;Médio Risco;50;179;14.9;8950;20723.42;19546.08;1177.34
Itaú;Médio Risco;50;180;15.0;9000;20946.99;19752.29;1194.7
Itaú;Médio Risco;50;181;15.1;9050;21172.42;19960.18;1212.24
Itaú;Médio Risco;50;182;15.2;9100;21399.74;20169.76;1229.97
Itaú;Médio Risco;50;183;15.2;9150;21628.95;20381.06;1247.9
Itaú;Médio Risco;50;184;15.3;9200;21860.09;20594.08;1266.01
Itaú;Médio Risco;50;185;15.4;9250;22093.15;20808.83;1284.31
Itaú;Médio Risco;50;186;15.5;9300;22328.16;21025.34;1302.82
Itaú;Médio Risco;50;187;15.6;9350;22565.13;21243.62;1321.51
Itaú;Médio Risco;50;188;15.7;9400;22804.08;21463.67;1340.41
Itaú;Médio Risco;50;189;15.8;9450;23045.03;21685.53;1359.5
Itaú;Médio Risco;50;190;15.8;9500;23287.99;21909.2;1378.8
Itaú;Médio Risco;50;191;15.9;9550;23532.99;22134.69;1398.3
Itaú;Médio Risco;50;192;16.0;9600;23780.03;22362.02;1418.0
Itaú;Médio Risco;50;193;16.1;9650;24029.13;22591.22;1437.91
Itaú;Médio Risco;50;194;16.2;9700;24280.32;22822.28;1458.03
Itaú;Médio Risco;50;195;16.2;9750;24533.6;23055.24;1478.36
Itaú;Médio Risco;50;196;16.3;9800;24789.0;23290.1;1498.9
Itaú;Médio Risco;50;197;16.4;9850;25046.53;23526.88;1519.65
Itaú;Médio Risco;50;198;16.5;9900;25306.22;23765.6;1540.62
Itaú;Médio Risco;50;199;16.6;9950;25568.07;24006.27;1561.81
Itaú;Médio Risco;50;200;16.7;10000;25832.12;24248.9;1583.21
Itaú;Médio Risco;50;201;16.8;10050;26098.37;24493.53;1604.84
Itaú;Médio Risco;50;202;16.8;10100;26366.84;24740.15;1626.68
Itaú;Médio Risco;50;203;16.9;10150;26637.56;24988.8;1648.76
Itaú;Médio Risco;50;204;17.0;10200;26910.53;25239.48;1671.05
Itaú;Médio Risco;50;205;17.1;10250;27185.79;25492.21;1693.58
Itaú;Médio Risco;50;206;17.2;10300;27463.35;25747.02;1716.34
Itaú;Médio Risco;50;207;17.2;10350;27743.23;26003.91;1739.32
Itaú;Médio Risco;50;208;17.3;10400;28025.45;26262.9;1762.54
Itaú;Médio Risco;50;209;17.4;10450;28310.02;26524.02;1786.0
Itaú;Médio Risco;50;210;17.5;10500;28596.98;26787.28;1809.7
Itaú;Médio Risco;50;211;17.6;10550;28886.33;27052.69;1833.63
Itaú;Médio Risco;50;212;17.7;10600;29178.09;27320.28;1857.81
Itaú;Médio Risco;50;213;17.8;10650;29472.3;27590.07;1882.23
Itaú;Médio Risco;50;214;17.8;10700;29768.96;27862.07;1906.9
Itaú;Médio Risco;50;215;17.9;10750;30068.1;28136.29;1931.81
Itaú;Médio Risco;50;216;18.0;10800;30369.74;28412.77;1956.97
Itaú;Médio Risco;50;217;18.1;10850;30673.91;28691.52;1982.39
Itaú;Médio Risco;50;218;18.2;10900;30980.61;28972.55;2008.06
Itaú;Médio Risco;50;219;18.2;10950;31289.88;29255.89;2033.99
Itaú;Médio Risco;50;220;18.3;11000;31601.72;29541.55;2060.17
Itaú;Médio Risco;50;221;18.4;11050;31916.18;29829.56;2086.62
Itaú;Médio Risco;50;222;18.5;11100;32233.26;30119.94;2113.33
Itaú;Médio Risco;50;223;18.6;11150;32552.99;30412.69;2140.3
Itaú;Médio Risco;50;224;18.7;11200;32875.4;30707.86;2167.54
Itaú;Médio Risco;50;225;18.8;11250;33200.49;31005.44;2195.05
Itaú;Médio Risco;50;226;18.8;11300;33528.31;31305.48;2222.83
Itaú;Médio Risco;50;227;18.9;11350;33858.86;31607.97;2250.89
Itaú;Médio Risco;50;228;19.0;11400;34192.17;31912.96;2279.22
Itaú;Médio Risco;50;229;19.1;11450;34528.27;32220.44;2307.83
Itaú;Médio Risco;50;230;19.2;11500;34867.18;32530.46;2336.72
Itaú;Médio Risco;50;231;19.2;11550;35208.92;32843.02;2365.89
Itaú;Médio Risco;50;232;19.3;11600;35553.51;33158.16;2395.35
Itaú;Médio Risco;50;233;19.4;11650;35900.98;33475.88;2425.1
Itaú;Médio Risco;50;234;19.5;11700;36251.36;33796.22;2455.14
Itaú;Médio Risco;50;235;19.6;11750;36604.66;34119.2;2485.47
Itaú;Médio Risco;50;236;19.7;11800;36960.92;34444.83;2516.09
